corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score,fx_cost_pct,fee_cost_pct,tax_cost_pct,risk_composite,settlement_friction,infra_risk,treaty_friction,stability_risk,friction_score
1.2595472013459186,-1.4589324090825242,1.2334588829323374,-0.9690344476438907,1.6613430167097811,2.3888523222622413,-0.35551429200725987,-1.6600434698829227,1.1755486630583325,0.5343660889808705,1.0735320318527688,0.3211302736914365,-0.13011146040280294,-0.38130917469223463,1.8429820041623433,-1.4589324090825242,1.2334588829323374,1.6613430167097811,-0.27449449759275446,-0.9690344476438904,-0.534366088980871,0.9762812094883316,-1.8429820041623444,6.380038924641547
-0.3630988554061654,1.1528438498605935,-0.4212927154526558,-0.49958185224487445,0.33223819162138235,-0.32765571451829945,-0.2774808149285602,-1.5701832064239207,-0.4229750648535203,0.46636964057258146,1.6155977696044177,-0.6296317215374869,-0.20678907763410292,-0.8842823596564291,0.7040897798707644,1.1528438498605933,-0.4212927154526558,0.33223819162138235,-1.1833892201049199,-0.4995818522448744,-0.4663696405725823,0.9762812094883316,-0.7040897798707652,4.502053381682783
-0.37339828526268165,-0.2018060426121276,0.38261142986203933,1.0410655680671088,-0.7744105292678993,-0.338961447924425,0.06809601213425354,-1.8694426159250017,0.7572788180474048,1.8292984520504931,1.7219524396696146,-0.4977742185495341,1.4905745401678583,1.6201772234066631,0.2533567883907091,-0.2018060426121275,0.38261142986203933,-0.7744105292678993,-0.38109813576750884,1.0410655680671093,-1.8292984520504934,-1.0242950394631678,-0.2533567883907098,3.5753763421140383
-0.21902809628871653,0.8944241094789828,0.14789489108402615,-0.3239761432427487,-0.11971376690973658,-0.20098334466239104,-2.3037282449553036,1.0761603321393627,0.1324013607727715,-0.09260116325438325,0.9637465659790169,0.033125727691434244,-1.2279955253055088,-1.3213487134873843,0.6392686473167765,0.8944241094789831,0.14789489108402615,-0.11971376690973658,-0.7889557588583284,-0.32397614324274865,0.09260116325438265,-1.0242950394631678,-0.6392686473167772,4.35695004890519
-0.37282986296747467,1.511838393833049,-1.6564885007719505,-1.008838408351039,1.1615207572750548,-0.338009061680169,-0.7233863982354162,0.28308167665715744,-0.18540790212828068,0.6073622762427099,1.5332586701991042,0.39052895947456967,-1.4859111469017003,-1.7063833585289399,-0.17476418010539715,1.5118383938330493,-1.6564885007719505,1.1615207572750548,-0.4158430252466894,-1.0088384083510389,-0.6073622762427104,0.9762812094883316,0.17476418010539668,4.633073546737801
3.203535687982817,-1.3170480012163266,-0.7264242158640731,1.1593067454618737,-0.6012326759989659,2.1059144810612924,-0.6984681450506215,-1.3302810351709873,-1.5564737082819249,-1.0565508142189515,-0.6898970137443686,-0.7129101444772467,-0.4751607379436534,-0.27030819594151595,1.47440602952397,-1.3170480012163266,-0.7264242158640731,-0.6012326759989659,-2.0302959011599113,1.1593067454618737,1.0565508142189513,-1.0242950394631678,-1.474406029523971,2.708737464710459
-0.3614566404053907,-0.3019114188816616,-0.036944383203659226,0.1244037670760124,-0.09437066643135612,-0.3281146130893686,0.781544945425223,-1.0268995952360065,0.6978870273660945,-1.813511276646522,-1.650519840139696,1.4419190490890363,1.4278383078877042,0.6558562205097936,-0.05115178779314108,-0.30191141888166173,-0.036944383203659226,-0.09437066643135612,0.4148756959373222,0.12440376707601247,1.8135112766465218,-1.0242950394631678,0.051151787793140856,3.9938326392130703
-0.3735419944287929,0.2780660365978662,-0.4506322827999076,-0.4059254741104073,-1.0954231353273856,-0.3390497268225607,-0.13780744839273595,-0.45641058318435795,-0.18983069505135697,0.34737585585807584,-0.16155445922693834,0.4078786309203529,-0.935226441331454,0.7703259798464724,-0.990304475726501,0.27806603659786616,-0.4506322827999076,-1.0954231353273856,-0.4201861364315863,-0.4059254741104072,-0.34737585585807623,0.9762812094883316,0.9903044757265004,2.7535826042014
-0.3735297115940825,1.0451102796197584,0.7904314159888375,1.2517924188696599,0.599748696670954,-0.3390301064959172,-0.04469187070218694,0.016798510627269145,0.37628679910240587,1.2503286928093253,-0.9815146574715216,-0.5290036271519439,1.1106718002491442,-0.721249672116311,-0.6616764083597716,1.0451102796197582,0.7904314159888375,0.599748696670954,0.2162770663006512,1.25179241886966,-1.2503286928093256,0.9762812094883316,0.661676408359771,5.6551100094475935
-0.07230103768921187,-0.4913253430305806,0.8285728535402643,-0.5440686318587462,0.19425908901686625,-0.0286225047216753,0.7094131598902909,-1.6798292159656392,-0.8197627728095059,-1.1515458524364137,-1.4446720916264115,-1.2889192364772513,-1.6880612286933097,1.4918323417261448,0.9694041828824361,-0.4913253430305807,0.8285728535402643,0.19425908901686625,-0.8896369726900415,-0.5440686318587461,1.1515458524364135,-1.0242950394631678,-0.9694041828824367,4.798536292653107
-0.37235772444880266,1.1777234978900675,-1.0638292403574672,-0.23968540292172827,0.24212938992047384,-0.3378008481924272,0.5703955368593295,0.034935444536426094,-1.9690571052488972,-0.3805861212189011,-0.4806184694225294,0.7271125855227651,0.46239740002087987,0.2604152337103581,-0.31797365900374247,1.177723497890067,-1.0638292403574672,0.24212938992047384,-0.8702903865027701,-0.2396854029217282,0.3805861212189003,-1.0242950394631678,0.31797365900374225,3.991337515838613
-0.3735250031741102,0.9445354760289137,0.30339459802446,-1.2277601922403558,1.721884867852579,-0.33901292928128424,0.7651513578036475,0.18415294624357653,-0.5120627508754855,-0.1715970371404837,-0.24732435444080694,0.06782507058300083,0.6227233269590526,-1.6925082361851,-1.084521238159623,0.9445354760289139,0.30339459802446,1.721884867852579,0.22891157156580716,-1.2277601922403558,0.17159703714048333,0.9762812094883316,1.0845212381596228,6.429599801600533
-0.3609197440526069,-1.2368932861025026,1.5591280804868306,-1.3085388183813336,-1.3910926409084914,-0.33477173711810404,0.3205572615065173,-0.0038116415422268252,-0.9928835243699201,0.9623437348448075,-0.7482205424897991,1.3864001004625297,1.4696624627411405,0.5760742670327148,0.6083655492387128,-1.2368932861025028,1.5591280804868306,-1.3910926409084914,-0.42926718709091694,-1.3085388183813336,-0.962343734844808,0.9762812094883316,-0.6083655492387132,3.3923757013448923
-0.3734798296375643,0.18406321550537272,-0.03987833993838433,0.16771984196320333,0.15483648827271868,-0.3389832012596677,-0.5889589797384964,-0.1233505241253031,0.02056788257498557,0.2683799819719747,0.31189536235361587,-1.5491643081640005,-0.6563987423085444,0.8327640303937518,-0.6963481769351606,0.18406321550537283,-0.03987833993838433,0.15483648827271868,-0.4008395502443163,0.16771984196320344,-0.26837998197197555,-1.0242950394631678,0.6963481769351604,4.358613050461265
